Cell,position_theta,position_z,position_theta_degrees,position_z_mm,amplitude,frequency
Glimpse1,98,7,294,47.650000000000006,0.0435657719911547,0.3743773229529319
Glimpse1,99,7,297,47.650000000000006,0.0421608547296357,0.3689766089765739
Glimpse1,100,7,300,47.650000000000006,0.0436505676036494,0.3685236753581618
Glimpse1,101,7,303,47.650000000000006,0.0430654745812664,0.3666665990187817
Glimpse1,102,7,306,47.650000000000006,0.0442610187567777,0.3772582238212243
Glimpse1,103,7,309,47.650000000000006,0.0431321444318584,0.3818079275924347
Glimpse1,104,7,312,47.650000000000006,0.0427900645699864,0.3734703951616513
Glimpse1,105,7,315,47.650000000000006,0.0431273886193132,0.3715889928663403
Glimpse1,106,7,318,47.650000000000006,0.043104135200063,0.3728948159011772
Glimpse1,107,7,321,47.650000000000006,0.0443615790669603,0.3756870876186242
Glimpse1,108,7,324,47.650000000000006,0.043624446563752,0.3806685220390847
Glimpse1,109,7,327,47.650000000000006,0.0442500568509537,0.3814088178251308
Glimpse1,110,7,330,47.650000000000006,0.0436352567351613,0.3871426686503121
Glimpse1,111,7,333,47.650000000000006,0.0429434590485409,0.3670240405916564
Glimpse1,112,7,336,47.650000000000006,0.0435386995591258,0.3814954600635207
Glimpse1,113,7,339,47.650000000000006,0.0441255245936021,0.3896776932125672
Glimpse1,114,7,342,47.650000000000006,0.0445119231825901,0.399696004013654
Glimpse1,115,7,345,47.650000000000006,0.0443543838157275,0.4157070773172552
Glimpse1,116,7,348,47.650000000000006,0.0448954072818394,0.4208869451391592
Glimpse1,117,7,351,47.650000000000006,0.0453920521686046,0.434882880330245
Glimpse1,118,7,354,47.650000000000006,0.0454099484329323,0.4346857671114794
Glimpse1,119,7,357,47.650000000000006,0.0446090700618685,0.4298114268743806
Glimpse1,0,8,0,44.650000000000006,0.0446146572621792,0.4117355817966733
Glimpse1,1,8,3,44.650000000000006,0.0440864339921114,0.3964222204760313
Glimpse1,2,8,6,44.650000000000006,0.0451844236663171,0.3939815192544142
Glimpse1,3,8,9,44.650000000000006,0.0451111065932779,0.392683669557704
Glimpse1,4,8,12,44.650000000000006,0.0441307855256168,0.3912033697366592
Glimpse1,5,8,15,44.650000000000006,0.0452288843138674,0.3875164388092209
Glimpse1,6,8,18,44.650000000000006,0.0450990174341379,0.3800186837434194
Glimpse1,7,8,21,44.650000000000006,0.0454409087058219,0.3767976901167298
Glimpse1,8,8,24,44.650000000000006,0.0440448692178263,0.3763126829382132
Glimpse1,9,8,27,44.650000000000006,0.0445988449408811,0.367417422499991
Glimpse1,10,8,30,44.650000000000006,0.0436840898861871,0.3751435663962344
Glimpse1,11,8,33,44.650000000000006,0.0433429940115471,0.3722392548412283
Glimpse1,12,8,36,44.650000000000006,0.0446195079153632,0.3789759392083133
Glimpse1,13,8,39,44.650000000000006,0.0443747546422042,0.3806266998584984
Glimpse1,14,8,42,44.650000000000006,0.0454111374344267,0.3781138368649447
Glimpse1,15,8,45,44.650000000000006,0.045291655193041,0.3813082165651611
Glimpse1,16,8,48,44.650000000000006,0.0454046056390732,0.3841858088105767
Glimpse1,17,8,51,44.650000000000006,0.0450754802252715,0.3681552493492426
Glimpse1,18,8,54,44.650000000000006,0.04443298762705,0.3818933691585621
Glimpse1,19,8,57,44.650000000000006,0.0442727739231195,0.3641485028771862
Glimpse1,20,8,60,44.650000000000006,0.0456334683367755,0.3640774022425284
Glimpse1,21,8,63,44.650000000000006,0.0469660759285787,0.3542559323660313
Glimpse1,22,8,66,44.650000000000006,0.0459955595455709,0.3613448494864449
Glimpse1,23,8,69,44.650000000000006,0.0457035493815187,0.3572544824143508
Glimpse1,24,8,72,44.650000000000006,0.0450524434366508,0.3561478022231067
Glimpse1,25,8,75,44.650000000000006,0.04479018084618,0.3565989807884976
Glimpse1,26,8,78,44.650000000000006,0.0450380691734307,0.3513978567952274
Glimpse1,27,8,81,44.650000000000006,0.0451341726008307,0.3650030775921115
Glimpse1,28,8,84,44.650000000000006,0.046658473136572,0.3550978220081318
Glimpse1,29,8,87,44.650000000000006,0.0455782082167754,0.3489869140917732
Glimpse1,30,8,90,44.650000000000006,0.0456602496474111,0.3644388329441461
Glimpse1,31,8,93,44.650000000000006,0.0465449402995842,0.3683148690569772
Glimpse1,32,8,96,44.650000000000006,0.0453341527560367,0.3630744245720318
Glimpse1,33,8,99,44.650000000000006,0.0461177934091317,0.366642582720792
Glimpse1,34,8,102,44.650000000000006,0.0447123649389326,0.3528348476743348
Glimpse1,35,8,105,44.650000000000006,0.0457768365425417,0.352981918542625
Glimpse1,36,8,108,44.650000000000006,0.044448282353241,0.3657957092894157
Glimpse1,37,8,111,44.650000000000006,0.0452138929656536,0.3630119108201801
Glimpse1,38,8,114,44.650000000000006,0.0466604612531025,0.3699697749354348
Glimpse1,39,8,117,44.650000000000006,0.0451434024615219,0.3610420181990196
Glimpse1,40,8,120,44.650000000000006,0.0449325101437882,0.3719353428838496
Glimpse1,41,8,123,44.650000000000006,0.0446184765334216,0.3647663016245319
Glimpse1,42,8,126,44.650000000000006,0.0435403332133591,0.3551405794147703
Glimpse1,43,8,129,44.650000000000006,0.0433675197033098,0.361819257239447
Glimpse1,44,8,132,44.650000000000006,0.0444648019101598,0.3671856407195496
Glimpse1,45,8,135,44.650000000000006,0.0450424617608682,0.371694986980871
Glimpse1,46,8,138,44.650000000000006,0.0447130163468268,0.3711521064339075
Glimpse1,47,8,141,44.650000000000006,0.0446948758758465,0.3704853238293888
Glimpse1,48,8,144,44.650000000000006,0.0452583259256999,0.3781521283581063
Glimpse1,49,8,147,44.650000000000006,0.0435731077243599,0.3730453486501888
Glimpse1,50,8,150,44.650000000000006,0.0427478511088346,0.3761398590445892
Glimpse1,51,8,153,44.650000000000006,0.0441399534291168,0.3658570120849354
Glimpse1,52,8,156,44.650000000000006,0.0440435230105213,0.367806708999555
Glimpse1,53,8,159,44.650000000000006,0.0457299868724393,0.3740753272791892
Glimpse1,54,8,162,44.650000000000006,0.0457597866927117,0.3798139992136524
Glimpse1,55,8,165,44.650000000000006,0.0471871336370436,0.3986625154781602
Glimpse1,56,8,168,44.650000000000006,0.0472386541256753,0.4079486828011697
Glimpse1,57,8,171,44.650000000000006,0.047685449303275,0.4130235997379317
Glimpse1,58,8,174,44.650000000000006,0.0466177065178592,0.4153535342577027
Glimpse1,59,8,177,44.650000000000006,0.046497211745632,0.4046884544824219
Glimpse1,60,8,180,44.650000000000006,0.0470424861207552,0.4093593090406679
Glimpse1,61,8,183,44.650000000000006,0.0473126825719786,0.4049500748028761
Glimpse1,62,8,186,44.650000000000006,0.0469152330003746,0.388218616037995
Glimpse1,63,8,189,44.650000000000006,0.0479668189156413,0.3956710113624027
Glimpse1,64,8,192,44.650000000000006,0.0484261544289843,0.3885294876481857
Glimpse1,65,8,195,44.650000000000006,0.0463760509051859,0.3937161566893177
Glimpse1,66,8,198,44.650000000000006,0.0463952330822447,0.3761795090937812
Glimpse1,67,8,201,44.650000000000006,0.0452276088228375,0.3839154574171007
Glimpse1,68,8,204,44.650000000000006,0.0451080484600555,0.3879741582468751
Glimpse1,69,8,207,44.650000000000006,0.0454835885445573,0.3767764119379748
Glimpse1,70,8,210,44.650000000000006,0.044459679527979,0.3766289096698312
Glimpse1,71,8,213,44.650000000000006,0.044122826000172,0.3630182196158685
Glimpse1,72,8,216,44.650000000000006,0.0446263722796192,0.3725157271424036
Glimpse1,73,8,219,44.650000000000006,0.0450691945424092,0.3900920269093884
Glimpse1,74,8,222,44.650000000000006,0.0446812384125322,0.3856232200362183
Glimpse1,75,8,225,44.650000000000006,0.0437837422744294,0.3780692086190995
Glimpse1,76,8,228,44.650000000000006,0.0441095528067819,0.3806904746628685
Glimpse1,77,8,231,44.650000000000006,0.0440421995968352,0.3747214746368578
Glimpse1,78,8,234,44.650000000000006,0.0440324413683364,0.3692607817016449
Glimpse1,79,8,237,44.650000000000006,0.0436529815669852,0.3531398166270104
Glimpse1,80,8,240,44.650000000000006,0.0429721265732404,0.3663269423158767
Glimpse1,81,8,243,44.650000000000006,0.0439550340891978,0.3619723861872756
Glimpse1,82,8,246,44.650000000000006,0.0438211533504648,0.3590625280539597
Glimpse1,83,8,249,44.650000000000006,0.0438072712943848,0.3529075118855016
Glimpse1,84,8,252,44.650000000000006,0.0440325172437546,0.3673850189667429
Glimpse1,85,8,255,44.650000000000006,0.0432820850199353,0.361207436266397
Glimpse1,86,8,258,44.650000000000006,0.043822264892636,0.3444064877108951
Glimpse1,87,8,261,44.650000000000006,0.044865797218162,0.3509423377322886
Glimpse1,88,8,264,44.650000000000006,0.043965478448973,0.3534064773779869
Glimpse1,89,8,267,44.650000000000006,0.0456689013740638,0.3601634277860991
Glimpse1,90,8,270,44.650000000000006,0.0461566274305002,0.3749783044581091
Glimpse1,91,8,273,44.650000000000006,0.0464076200825239,0.3748441537872716
Glimpse1,92,8,276,44.650000000000006,0.0464792372875163,0.364561215172521
Glimpse1,93,8,279,44.650000000000006,0.0471834157750793,0.3593951897928523
Glimpse1,94,8,282,44.650000000000006,0.046893956921005,0.3556614068835776
Glimpse1,95,8,285,44.650000000000006,0.0457754799938274,0.3629815802931068
Glimpse1,96,8,288,44.650000000000006,0.0466192485062767,0.3705395253215832
Glimpse1,97,8,291,44.650000000000006,0.0463020063530641,0.3588099299689279
Glimpse1,98,8,294,44.650000000000006,0.0453319299785911,0.3571899768978617
Glimpse1,99,8,297,44.650000000000006,0.0457790777901798,0.3551732544025479
Glimpse1,100,8,300,44.650000000000006,0.044717213911905,0.3577269338936345
Glimpse1,101,8,303,44.650000000000006,0.0462324452382427,0.3542116666520102
Glimpse1,102,8,306,44.650000000000006,0.046754082367371,0.3580255085856245
Glimpse1,103,8,309,44.650000000000006,0.0453437031783811,0.3676314785144355
Glimpse1,104,8,312,44.650000000000006,0.0463675289002494,0.3714798461210014
Glimpse1,105,8,315,44.650000000000006,0.0446906695720729,0.3653519658913756
Glimpse1,106,8,318,44.650000000000006,0.0465544989671864,0.3575200395915199
Glimpse1,107,8,321,44.650000000000006,0.0462132565612669,0.3703571103576453
Glimpse1,108,8,324,44.650000000000006,0.045623246826844,0.3748454126057213
Glimpse1,109,8,327,44.650000000000006,0.045850805904202,0.3721077910825012
Glimpse1,110,8,330,44.650000000000006,0.0443096623550221,0.3800108314752774
Glimpse1,111,8,333,44.650000000000006,0.0446510578110975,0.3721368628191768
Glimpse1,112,8,336,44.650000000000006,0.0452376452388141,0.3721496692688466
Glimpse1,113,8,339,44.650000000000006,0.0453181237657019,0.3804455507409804
Glimpse1,114,8,342,44.650000000000006,0.0447733346285916,0.4015031276448428
Glimpse1,115,8,345,44.650000000000006,0.0477685070776928,0.4065146910977604
Glimpse1,116,8,348,44.650000000000006,0.0462271493634037,0.4184823742261189
Glimpse1,117,8,351,44.650000000000006,0.0455210381580101,0.4191437945559863
Glimpse1,118,8,354,44.650000000000006,0.0465295536602255,0.4206945070415065
Glimpse1,119,8,357,44.650000000000006,0.0452092312752373,0.4102355146801772
Glimpse1,0,9,0,41.650000000000006,0.0460960635979399,0.4057333876699359
Glimpse1,1,9,3,41.650000000000006,0.0463460295421065,0.4111313333993805
Glimpse1,2,9,6,41.650000000000006,0.0455247441399361,0.3939939649399042
Glimpse1,3,9,9,41.650000000000006,0.0459154054776844,0.3870275436278259
Glimpse1,4,9,12,41.650000000000006,0.0463570668570938,0.3974097073193953
Glimpse1,5,9,15,41.650000000000006,0.0466514949207815,0.3836907608083404
Glimpse1,6,9,18,41.650000000000006,0.0446683202739378,0.3884214554653474
Glimpse1,7,9,21,41.650000000000006,0.0465337376074259,0.368635870065444
Glimpse1,8,9,24,41.650000000000006,0.0463212668248313,0.3773073634305322
Glimpse1,9,9,27,41.650000000000006,0.0462102986026655,0.3807978667162903
Glimpse1,10,9,30,41.650000000000006,0.0450836511609012,0.3702172866103876
Glimpse1,11,9,33,41.650000000000006,0.045596337883941,0.3700779931850206
Glimpse1,12,9,36,41.650000000000006,0.0459534737792118,0.3742952122643447
Glimpse1,13,9,39,41.650000000000006,0.0456982507291427,0.3951784394747327
Glimpse1,14,9,42,41.650000000000006,0.0471156215797739,0.3826374546143731
Glimpse1,15,9,45,41.650000000000006,0.0472234579874097,0.3667098075047653
Glimpse1,16,9,48,41.650000000000006,0.046154487967482,0.3706113496181268
Glimpse1,17,9,51,41.650000000000006,0.0471602658678897,0.3765634213288441
Glimpse1,18,9,54,41.650000000000006,0.0465719573552703,0.3704155040233067
Glimpse1,19,9,57,41.650000000000006,0.0478864715450073,0.3573773706995563
Glimpse1,20,9,60,41.650000000000006,0.046138374812697,0.3605372288584937
Glimpse1,21,9,63,41.650000000000006,0.0449381710303442,0.3609052891720198
Glimpse1,22,9,66,41.650000000000006,0.0470944762899995,0.3564978996034021
Glimpse1,23,9,69,41.650000000000006,0.0476575874868036,0.359360917917866
Glimpse1,24,9,72,41.650000000000006,0.0461841658554291,0.3649863741669379
Glimpse1,25,9,75,41.650000000000006,0.0468499439196188,0.3537729917882108
Glimpse1,26,9,78,41.650000000000006,0.0474517695307844,0.3434538792382203
Glimpse1,27,9,81,41.650000000000006,0.0475486299847034,0.3558235448301923
Glimpse1,28,9,84,41.650000000000006,0.0477962798391213,0.3555940638982965
Glimpse1,29,9,87,41.650000000000006,0.0463233640055274,0.3602707085833943
Glimpse1,30,9,90,41.650000000000006,0.0484291497031954,0.3600235235436379
Glimpse1,31,9,93,41.650000000000006,0.0476436335636101,0.3596208606949007
Glimpse1,32,9,96,41.650000000000006,0.0483702633601215,0.3509300333414158
Glimpse1,33,9,99,41.650000000000006,0.0477140830842719,0.3581354709514769
Glimpse1,34,9,102,41.650000000000006,0.0476166486592951,0.3600951433792079
Glimpse1,35,9,105,41.650000000000006,0.0475451636912502,0.3652785572356102
Glimpse1,36,9,108,41.650000000000006,0.0467659251664924,0.354608268233637
Glimpse1,37,9,111,41.650000000000006,0.0471387809411976,0.3566392035989592
Glimpse1,38,9,114,41.650000000000006,0.0484745404985881,0.3530382080855686
Glimpse1,39,9,117,41.650000000000006,0.0466585668883012,0.3681004260296965
Glimpse1,40,9,120,41.650000000000006,0.0471943570486689,0.3718708342655882
Glimpse1,41,9,123,41.650000000000006,0.0465480214573866,0.3660195251267658
Glimpse1,42,9,126,41.650000000000006,0.0466397957378797,0.3598102877838799
Glimpse1,43,9,129,41.650000000000006,0.0467494702585639,0.3592054697875651
Glimpse1,44,9,132,41.650000000000006,0.0468792968203363,0.3590005337790541
Glimpse1,45,9,135,41.650000000000006,0.0461262565703736,0.3810400166653153
Glimpse1,46,9,138,41.650000000000006,0.046596480030297,0.3650126042153004
Glimpse1,47,9,141,41.650000000000006,0.0470090673232726,0.3703686252490641
Glimpse1,48,9,144,41.650000000000006,0.0461314314284702,0.3646855155617032
Glimpse1,49,9,147,41.650000000000006,0.0455210635874862,0.3652498201380307
Glimpse1,50,9,150,41.650000000000006,0.0449175066623898,0.3642072361911296
Glimpse1,51,9,153,41.650000000000006,0.0458766843954116,0.3738766295018219
Glimpse1,52,9,156,41.650000000000006,0.04482147523976,0.3779733601350263
Glimpse1,53,9,159,41.650000000000006,0.0473543358284715,0.3800859550789379
Glimpse1,54,9,162,41.650000000000006,0.0467063683074313,0.3841950301522688
Glimpse1,55,9,165,41.650000000000006,0.045411028515332,0.4040772830368673
Glimpse1,56,9,168,41.650000000000006,0.0468393836597637,0.4065646730641928
Glimpse1,57,9,171,41.650000000000006,0.0463537600720704,0.415602083947548
Glimpse1,58,9,174,41.650000000000006,0.0488886955686851,0.4172421240703166
Glimpse1,59,9,177,41.650000000000006,0.0476958340157939,0.4126594625944151
Glimpse1,60,9,180,41.650000000000006,0.0470451837480275,0.3986243495479434
Glimpse1,61,9,183,41.650000000000006,0.0465413164379008,0.3946444801746968
Glimpse1,62,9,186,41.650000000000006,0.0474481747940303,0.3888301651422687
Glimpse1,63,9,189,41.650000000000006,0.0480413178029601,0.3886738979491983
Glimpse1,64,9,192,41.650000000000006,0.0482997472721799,0.4017805164023372
Glimpse1,65,9,195,41.650000000000006,0.0487492316487691,0.380365175706247
Glimpse1,66,9,198,41.650000000000006,0.0479810015957671,0.3766187908646448
Glimpse1,67,9,201,41.650000000000006,0.0471164476120758,0.37130049386939
Glimpse1,68,9,204,41.650000000000006,0.0471088089616969,0.3743002982063016
Glimpse1,69,9,207,41.650000000000006,0.0477869335662146,0.3868455962273281
Glimpse1,70,9,210,41.650000000000006,0.0449333332050453,0.3801716712930739
Glimpse1,71,9,213,41.650000000000006,0.0468653112903103,0.3788709825123933
Glimpse1,72,9,216,41.650000000000006,0.0461390846046336,0.3844339161288124
Glimpse1,73,9,219,41.650000000000006,0.0454131242602599,0.3880868588624946
Glimpse1,74,9,222,41.650000000000006,0.0454300214051669,0.3754818601648154
Glimpse1,75,9,225,41.650000000000006,0.0460714102638891,0.3762370862643743
Glimpse1,76,9,228,41.650000000000006,0.0459531567358112,0.3987507355508993
Glimpse1,77,9,231,41.650000000000006,0.0450232538150087,0.3876957372366398
Glimpse1,78,9,234,41.650000000000006,0.045684902695246,0.3671993045299422
Glimpse1,79,9,237,41.650000000000006,0.0457165102992678,0.3593184578222015
Glimpse1,80,9,240,41.650000000000006,0.0439315846644584,0.3588584803485488
Glimpse1,81,9,243,41.650000000000006,0.0461450183898817,0.3606446075723509
Glimpse1,82,9,246,41.650000000000006,0.0437871249253539,0.3541617761396153
Glimpse1,83,9,249,41.650000000000006,0.0464328733207263,0.361257358636313
Glimpse1,84,9,252,41.650000000000006,0.0437589232685924,0.3690381079618867
Glimpse1,85,9,255,41.650000000000006,0.0450901813887675,0.3565066758231901
Glimpse1,86,9,258,41.650000000000006,0.0451440086163962,0.346523131202112
Glimpse1,87,9,261,41.650000000000006,0.0456635111208771,0.3502630655962521
Glimpse1,88,9,264,41.650000000000006,0.0444679757852744,0.3513139565802226
Glimpse1,89,9,267,41.650000000000006,0.046411708050858,0.3729207955742076
Glimpse1,90,9,270,41.650000000000006,0.0478166540524288,0.3688589109027382
Glimpse1,91,9,273,41.650000000000006,0.048060921125722,0.3794096569110756
Glimpse1,92,9,276,41.650000000000006,0.0477373447118108,0.3599153953237584
Glimpse1,93,9,279,41.650000000000006,0.0454056914592584,0.3621613655961648
Glimpse1,94,9,282,41.650000000000006,0.0471309157703056,0.3682967660145659
Glimpse1,95,9,285,41.650000000000006,0.0464265700634564,0.3635772863839822
Glimpse1,96,9,288,41.650000000000006,0.0475191900221716,0.3729049290550901
Glimpse1,97,9,291,41.650000000000006,0.047377766130131,0.3644818093459378
Glimpse1,98,9,294,41.650000000000006,0.0478101266492648,0.36002380384207
Glimpse1,99,9,297,41.650000000000006,0.0457853424420449,0.3731479597964321
Glimpse1,100,9,300,41.650000000000006,0.0470704233625184,0.3681688026529881
Glimpse1,101,9,303,41.650000000000006,0.0464165177674283,0.3633111686847181
Glimpse1,102,9,306,41.650000000000006,0.0467442855623261,0.3724974435474492
Glimpse1,103,9,309,41.650000000000006,0.0467469506063561,0.3605996687190818
Glimpse1,104,9,312,41.650000000000006,0.0454689342430728,0.3634462652016283
Glimpse1,105,9,315,41.650000000000006,0.0459143961737308,0.3710285453766104
Glimpse1,106,9,318,41.650000000000006,0.0447343509368818,0.3861435960086528
Glimpse1,107,9,321,41.650000000000006,0.0467223167689447,0.3826456090313996
Glimpse1,108,9,324,41.650000000000006,0.0468661763581751,0.3827933485788973
Glimpse1,109,9,327,41.650000000000006,0.0452499071666018,0.3720368033503169
Glimpse1,110,9,330,41.650000000000006,0.0454812690260244,0.3700984850866621
Glimpse1,111,9,333,41.650000000000006,0.0438532128296489,0.3788626858292632
Glimpse1,112,9,336,41.650000000000006,0.0462745484180801,0.3894012287476106
Glimpse1,113,9,339,41.650000000000006,0.0460280132442722,0.383000841930988
Glimpse1,114,9,342,41.650000000000006,0.0456003699559243,0.3918259120052735
Glimpse1,115,9,345,41.650000000000006,0.0464574263933367,0.4092937206706785
Glimpse1,116,9,348,41.650000000000006,0.0453389647804395,0.4157425861666321
Glimpse1,117,9,351,41.650000000000006,0.046370511085752,0.422635140076644
Glimpse1,118,9,354,41.650000000000006,0.0468161925228583,0.4212867664701797
Glimpse1,119,9,357,41.650000000000006,0.0456949137391043,0.4122181450826842
Glimpse1,0,10,0,38.650000000000006,0.0459739167133948,0.408104250065643
Glimpse1,1,10,3,38.650000000000006,0.0476570730936065,0.399725418545543
Glimpse1,2,10,6,38.650000000000006,0.0474276581561669,0.4061013904775303
Glimpse1,3,10,9,38.650000000000006,0.0478500719141394,0.4083984705466634
Glimpse1,4,10,12,38.650000000000006,0.047392178349386,0.3906633111723067
Glimpse1,5,10,15,38.650000000000006,0.0467921701063019,0.3881279982371963
Glimpse1,6,10,18,38.650000000000006,0.0452025202624718,0.3852101901980954
Glimpse1,7,10,21,38.650000000000006,0.0476578230148464,0.3840021121081248
Glimpse1,8,10,24,38.650000000000006,0.0477198815003868,0.372394259940119
Glimpse1,9,10,27,38.650000000000006,0.0473114347721257,0.3844335704832148
Glimpse1,10,10,30,38.650000000000006,0.0482076537393828,0.3750365332721343
Glimpse1,11,10,33,38.650000000000006,0.0473890926851656,0.3795487224229575
Glimpse1,12,10,36,38.650000000000006,0.0475463490947675,0.3856540530844364
Glimpse1,13,10,39,38.650000000000006,0.0491436048560743,0.3889042677472401
Glimpse1,14,10,42,38.650000000000006,0.0491606108146297,0.3768290241991193
Glimpse1,15,10,45,38.650000000000006,0.0479160142034187,0.3766007874765525
Glimpse1,16,10,48,38.650000000000006,0.0468175017103699,0.3717817810818087
Glimpse1,17,10,51,38.650000000000006,0.0487745207007823,0.3753306849917646
Glimpse1,18,10,54,38.650000000000006,0.0477441622748049,0.3703221779230382
Glimpse1,19,10,57,38.650000000000006,0.04934094168428,0.3631119107180018
Glimpse1,20,10,60,38.650000000000006,0.0499534456231826,0.3686031841657802
Glimpse1,21,10,63,38.650000000000006,0.0501859684019756,0.3603014501200597
Glimpse1,22,10,66,38.650000000000006,0.0497974854507025,0.3543915981155893
Glimpse1,23,10,69,38.650000000000006,0.0515103889946627,0.3637978901136986
Glimpse1,24,10,72,38.650000000000006,0.0512058722138091,0.3618663183371686
Glimpse1,25,10,75,38.650000000000006,0.0485103064407471,0.3662213890514006
Glimpse1,26,10,78,38.650000000000006,0.0502063520596118,0.3548964505206166
Glimpse1,27,10,81,38.650000000000006,0.0494814781780335,0.3589316153884323
Glimpse1,28,10,84,38.650000000000006,0.0499533668912086,0.3690131631457886
Glimpse1,29,10,87,38.650000000000006,0.0505601131839625,0.3651485696498617
Glimpse1,30,10,90,38.650000000000006,0.0495282815198059,0.3663440573927911
Glimpse1,31,10,93,38.650000000000006,0.0489368660567704,0.3676788022055475
Glimpse1,32,10,96,38.650000000000006,0.0489333895142363,0.3644484109975734
Glimpse1,33,10,99,38.650000000000006,0.0484870869302726,0.3585010884474242
Glimpse1,34,10,102,38.650000000000006,0.0494655316169893,0.369984115245891
Glimpse1,35,10,105,38.650000000000006,0.0498495668374605,0.3659139650588997
Glimpse1,36,10,108,38.650000000000006,0.0490799343204148,0.3557618048060234
Glimpse1,37,10,111,38.650000000000006,0.0499399108712907,0.3671483456081269
Glimpse1,38,10,114,38.650000000000006,0.0476301416824498,0.3548484415710098
Glimpse1,39,10,117,38.650000000000006,0.0483639783720862,0.3655473292058289
Glimpse1,40,10,120,38.650000000000006,0.049114948946588,0.3564205822315505
Glimpse1,41,10,123,38.650000000000006,0.0482082494773356,0.3703249972381687
Glimpse1,42,10,126,38.650000000000006,0.0478628508009166,0.362500603539349
Glimpse1,43,10,129,38.650000000000006,0.0474691829249367,0.3738920513007507
Glimpse1,44,10,132,38.650000000000006,0.0475965666646253,0.3597409250143604
Glimpse1,45,10,135,38.650000000000006,0.0472802091193439,0.3699891996181867
Glimpse1,46,10,138,38.650000000000006,0.0476068696412145,0.3747133756775392
Glimpse1,47,10,141,38.650000000000006,0.047293777444657,0.3847892050348587
Glimpse1,48,10,144,38.650000000000006,0.0476135581424871,0.3697582166546274
Glimpse1,49,10,147,38.650000000000006,0.0478859295104523,0.3768003707939611
Glimpse1,50,10,150,38.650000000000006,0.0475459666371683,0.3897469043377903
Glimpse1,51,10,153,38.650000000000006,0.0477063851251038,0.3756316587471076
Glimpse1,52,10,156,38.650000000000006,0.0475613725732671,0.3859533341718997
Glimpse1,53,10,159,38.650000000000006,0.0479419232470547,0.3732868417790934
Glimpse1,54,10,162,38.650000000000006,0.0487390343774105,0.3851436484555634
Glimpse1,55,10,165,38.650000000000006,0.047692093534303,0.4100658226014736
Glimpse1,56,10,168,38.650000000000006,0.0484493437997444,0.4138492129069409
Glimpse1,57,10,171,38.650000000000006,0.0498466469254588,0.4117092555782584
Glimpse1,58,10,174,38.650000000000006,0.0502309898564901,0.4058741281347883
Glimpse1,59,10,177,38.650000000000006,0.0489793415394772,0.3956152812511282
Glimpse1,60,10,180,38.650000000000006,0.0498168926670396,0.4050840546922185
Glimpse1,61,10,183,38.650000000000006,0.0487301280086819,0.3877812273795226
Glimpse1,62,10,186,38.650000000000006,0.0512259846136409,0.391791975011304
Glimpse1,63,10,189,38.650000000000006,0.0508244399680027,0.391083267910479
Glimpse1,64,10,192,38.650000000000006,0.0493934161365106,0.3748717478894095
Glimpse1,65,10,195,38.650000000000006,0.0483170635280793,0.384885479370387
Glimpse1,66,10,198,38.650000000000006,0.0492942840710831,0.3758727353560859
Glimpse1,67,10,201,38.650000000000006,0.0478669348225607,0.3858079112819126
Glimpse1,68,10,204,38.650000000000006,0.0469554961004912,0.3696779652744373
Glimpse1,69,10,207,38.650000000000006,0.0463890408721439,0.372995818990762
Glimpse1,70,10,210,38.650000000000006,0.0466208952472865,0.3909012213408501
Glimpse1,71,10,213,38.650000000000006,0.046754481067451,0.3836337587862735
Glimpse1,72,10,216,38.650000000000006,0.0468612630100413,0.3881203417827408
Glimpse1,73,10,219,38.650000000000006,0.0467954955447225,0.398089083757507
Glimpse1,74,10,222,38.650000000000006,0.0477252125199996,0.3760932279122534
Glimpse1,75,10,225,38.650000000000006,0.0470256620435664,0.3830341589302616
Glimpse1,76,10,228,38.650000000000006,0.0453745754386417,0.3798553048331492
Glimpse1,77,10,231,38.650000000000006,0.0463960060055669,0.3710090501447263
Glimpse1,78,10,234,38.650000000000006,0.0471433468932835,0.3649487943842761
Glimpse1,79,10,237,38.650000000000006,0.0465078234379062,0.3609632121543314
Glimpse1,80,10,240,38.650000000000006,0.0470511040098296,0.3701724146740862
Glimpse1,81,10,243,38.650000000000006,0.0471423203414,0.3605107969839773
Glimpse1,82,10,246,38.650000000000006,0.0470106606354391,0.3621299915965162
Glimpse1,83,10,249,38.650000000000006,0.0476674475430618,0.3630254770985452
Glimpse1,84,10,252,38.650000000000006,0.0458770231753577,0.350178968003368
Glimpse1,85,10,255,38.650000000000006,0.0466055022728341,0.3654553008509644
Glimpse1,86,10,258,38.650000000000006,0.0476729179683589,0.3623292108891198
Glimpse1,87,10,261,38.650000000000006,0.048169163691766,0.3591724764961697
Glimpse1,88,10,264,38.650000000000006,0.0494826754463488,0.3645247254303822
Glimpse1,89,10,267,38.650000000000006,0.0500333568586898,0.3754719071223465
Glimpse1,90,10,270,38.650000000000006,0.0503977680395323,0.3741616727177259
Glimpse1,91,10,273,38.650000000000006,0.050888364984692,0.3728757628615615
Glimpse1,92,10,276,38.650000000000006,0.0506484515422919,0.3713223588483014
Glimpse1,93,10,279,38.650000000000006,0.0505842262636008,0.3652827190076136
Glimpse1,94,10,282,38.650000000000006,0.049764787682993,0.3633334190723171
Glimpse1,95,10,285,38.650000000000006,0.0505868743401164,0.3783013588397718
Glimpse1,96,10,288,38.650000000000006,0.050624066044732,0.3683724578049869
